id,text,date,rating,title,clean_texts,sentiment
R2GVE4NLMOF19C,"
  Amazing headphones... They have some really nice sound quality. They are simply amazing and not too expensive as well as compared to the high end ones. They were for around ₹500
",Reviewed in India on 29 October 2018,4,Good buy,amazing headphone really nice sound quality simply amazing expensive well compare high end one around 500,positive
R2L781DM00PGVN,"
  Absolutely do not recommend this earphone, terribly low volume and bad distortion at high volumes.Treble is too sharp and will most definitely give you a headache after prolonged use.Bass quality also nothing amazing, just average.Many other great earphones available at this price.Build quality also junk, completely plastic and wires tangle easily.Best part of this all is that there is no refund option only replacement.
",Reviewed in India on 17 July 2019,1,"Poor quality, complete Waste of money",absolutely recommend earphone terribly low volume bad distortion high volume treble sharp definitely give headache prolong use bass quality also nothing amazing average many great earphone available price build quality also junk completely plastic wire tangle easily good part refund option replacement,positive
R1QNEYL99WL3U6,"
  One side is not working it has 1 year warranty, what should I do
",Reviewed in India on 22 October 2019,3,Warranty,one side work 1 year warranty,positive
R35UO8FLDOUWLV,"
  boat Bassheads 100My honest reviewBox content - boat headset, one quality pouch, 2 pairs of buds, user manual.Package was very good from amazon.boat package was awesome. Build quality of headset is very well for this budget.Sound quality is very awesome. Bass is good.I really enjoyed music from boAt Bassheads 100.2 Pairs of buds is given by company. So we can easily change and fix it on our ear easily.That pouch is very good quality and we can easily carried tha headset without any stuck.In this budget this is the best choice for music lovers.Worth for money.Thank you.
",Reviewed in India on 9 May 2021,5,boAt - Best Budget Headset,boat bassheads 100my honest reviewbox content boat headset one quality pouch 2 pair bud user manual package good amazon boat package awesome build quality headset well budget sound quality awesome bass good really enjoy music boat basshead 100 2 pairs bud give company easily change fix ear easily pouch good quality easily carry tha headset without stuck budget good choice music lover worth money thank,positive
R2SAD744QVMPA7,"
  I bought this earphone in July and within 5 months, this earphone is going to end up in my dustbin. It's having a loose connection issue and one of the earbuds doesn't work most of the time. Within one week of this happening, I've lost sound from both the earbuds.
",Reviewed in India on 13 December 2018,1,Very disappointing,buy earphone july within 5 month earphone go end dustbin loose connection issue one earbud work time within one week happen lose sound earbud,negative
R2E6XFF5P4SF1J,"
  I had bought this earphones(red one) for my wife for WFH purpose. I was really surprised by the sound & build quality. Later after few months I bought one for myself(white). It delivers impressive sound quality(well balanced) for call & music/movies. Only downside I feel is the Microphonics, the sound you hear while you touch the cable or when it rubs onto your clothes. I felt it more on my white earphone than on my wife's red earphone. Other than that, it's a cheap & safe investment, for sound & durability.
",Reviewed in India on 21 May 2021,4,It's a steal for 400Rs,buy earphones red one wife wfh purpose really surprised sound build quality later month buy one white deliver impressive sound quality well balanced call music movie downside feel microphonic sound hear touch cable rub onto clothe feel white earphone wife red earphone cheap safe investment sound durability,positive
R16O618HWN014C,"
  Top one in the image is boat 100Middle one is boultLast one is boat rockerz 239 blutoothYou can observe the outlet of the earbud of everything thereYou can purchase blindly if the bud was metallic like blutooth i've shown cause it delivers awsome sound with bass.But in boat 100 bud looks like mess so it delivers slightly different soind but goodPrice  : boat 100 350 -- 400  :boult 350--400  : boat rockerz 239  999 --1399You can purchase product as you wishBoat 100 review  ---4.5 out of 5Boat 239 review ----4.9 out of 5Boult review ----- 4.4 out ofYou can imagine sound before hearing by seeing the outlet of the budBefore giving this review i've used blutooth for 5 monthsNote: (wired earphones always dont give good sound and blutooth always dont give bad sound ) for newly earphones buyers
",Reviewed in India on 22 October 2020,4,Good product,top one image boat 100middle one boultlast one boat rockerz 239 blutoothyou observe outlet earbud everything thereyou purchase blindly bud metallic like blutooth show cause deliver awsome sound bass boat 100 bud look like mess deliver slightly different soind goodprice boat 100 350 400 boult 350 400 boat rockerz 239 999 1399you purchase product wishboat 100 review 4 5 5boat 239 review 4 9 5boult review 4 4 ofyou imagine sound hear see outlet budbefore giving review use blutooth 5 monthsnote wire earphone always do not give good sound blutooth always do not give bad sound newly earphone buyer,negative
R3IMATAEKPFPJW,"
  The product was working fine I initially. This is the second time I brought this product. But the first one has lost hearing and mic problems but worked Okay. This red one however to my surprise gave problems with the earpiece within 4 months. And the customer service is hell difficult and complicated.  You will never reach them on call. All the no.s they have provided never connect. Will not recommend if you are looking for durable earphones.
",Reviewed in India on 17 September 2020,1,Not the best choice. 0 stars to customer service,product work fine initially second time bring product first one lose hear mic problem work okay red one however surprise give problem earpiece within 4 month customer service hell difficult complicate never reach call provide never connect recommend look durable earphone,negative
RT2Q8TKJB0SLP,"
  -Nice sound-good earphones to listen to musicDrawback:While you are already on a call and when you try to insert the earphones, the person on the other side of the call stops hearing your voice. This is a huge disadvantage because you do not know when you will have a long conversation. Once you insert your earphones, then you have to disconnect the call and dial the person with earphones on or you have to just disconnect the earphones and continue holding the phone.
",Reviewed in India on 1 April 2020,4,Doesnt work while u connect the earphones while u r on a call,nice sound good earphone listen musicdrawback already call try insert earphone person side call stop hear voice huge disadvantage know long conversation insert earphones disconnect call dial person earphone disconnect earphone continue hold phone,positive
R19E8ICHEL6PSH,"
  I don't usually write reviews until the product is exceptionally well.I don't have much technical expertise over the sound quality though I can just comment that the sound quality is good.The most remarkable thing about the product I feel is the brilliant service that they provide in terms of complying with what they have promised. Generally companies would provide you with a warranty and then it would be too difficult to avail that warranty (service station located in a different city, service centre denying replacement etc.).One of the sides of earphone stopped working. I filed for a replacement on Dec 4, next day product was picked up from my location and today I have received the replacement of the product. I am so happy about this purchase and would suggest you to avail there services as they seem to be the one honouring their commitments.
",Reviewed in India on 20 December 2020,5,Exceptional replacement system!!,usually write review product exceptionally well much technical expertise sound quality though comment sound quality good remarkable thing product feel brilliant service provide term comply promise generally company would provide warranty would difficult avail warranty service station locate different city service centre deny replacement etc one side earphone stop work file replacement dec 4 next day product pick location today receive replacement product happy purchase would suggest avail service seem one honour commitment,positive
R38TS6PSZHWCKH,"
  For INR 400, this headset is good. I bought pink colour one. Package is perfect. Delivery also fine. Noise cancellation is kind of okay. I can't expect best one with this cheap price.(purchased on: 25/11/2019)Edit: Writing this after one and half years, It won't lasts more than an year. If you are frequent user, it's life time will be one year. Better for this price range. I have ordered new one today(7/5/2021)
",Reviewed in India on 27 November 2019,4,Good one at cheap price,inr 400 headset good buy pink colour one package perfect delivery also fine noise cancellation kind okay expect good one cheap price purchase 25 11 2019 edit write one half year last year frequent user life time one year well price range order new one today 7 5 2021,positive
R3FMQEHRMVZ98P,"
  I bought this product to use with OnePlus 5T which is not so compatible when in comes to plugging in. Most of the times it won't fit properly and plug just comes out. Hower, product quality is good. I have used to 2 BOAT earphones till date. No complaints with it.
",Reviewed in India on 23 June 2019,3,Review after 1 month of usage,buy product use oneplus 5 t compatible come plugging time fit properly plug come hower product quality good use 2 boat earphone till date complaint,positive
R2CMEN8EH4Y41F,"
  Been a user of boat earphones since 2016, used almost all budget earphones of boat 180 bass heads, 225 bassheads. But the boat rockers 100 are the best under sub 500 Rs. price.The personal experience with boat rockers 100.I have been using boat rockers 100 from 20 months and the experience has been amazing! The bass gets better and better over time. For better experience try playing burn in videos for 1-2 days and the improvement will be there.It's the go to choice under 399/-
",Reviewed in India on 11 July 2020,5,Best in this price range!!,user boat earphone since 2016 use almost budget earphone boat 180 bass head 225 basshead boat rocker 100 good sub 500 r price personal experience boat rocker 100 use boat rocker 100 20 month experience amazing bass get well well time well experience try play burn video 1 2 day improvement go choice 399,positive
REZXKKKZAGINZ,"
  Had it been honest about it's  bass quality , would have given it 3 stars somehow. When u want to support country made products , but they just fail you in all aspect( design, quality, sound) instead of wasting their resources in that small carry bag for the headphone, wish they concentrated on the HEADPHONE itself. My  brother went for the same price tag MI Chinese company and I went for this company( you know why). And comparatively MI is worth every penny.such good sound and bass quality. Anyhow , I hope the company, if they happen to see this, will strive to produce quality products to compete in the already saturated electronic  accessories market. M sorry for the one star,but I have to be honest to push you guys to be the best.
",Reviewed in India on 26 October 2020,1,Disappointed,honest bass quality would give 3 star somehow u want support country make product fail aspect design quality sound instead waste resource small carry bag headphone wish concentrate headphone brother go price tag mi chinese company go company know comparatively mi worth every penny good sound bass quality anyhow hope company happen see strive produce quality product compete already saturate electronic accessory market sorry one star honest push guy best,negative
R3S8YUYY5J1W8Y,"
  It a decent headphone, considering the damn low price we pay for. Build quality is good, comparable with JBL that cost double the price. Mic is good, I use for making long calls. Speaker is above average, but not great for long music listening as bass is lacking, vocals are clear though. I use it primary fir my daily long calls.
",Reviewed in India on 3 May 2019,4,Great VFM headphone with mic,decent headphone consider damn low price pay build quality good comparable jbl cost double price mic good use make long call speaker average great long music listen bass lacking vocal clear though use primary fir daily long call,positive
R32P5MFHRNTSPG,"
  I wanted a value for money headset that I can use for listening to audiobooks and this was perfect. As this is cheap enough to replace incase you missed it and sounded well enough. I was able to listen to books in even the most crowded and noisy places. You cannot expect noise cancellation at this price point so just increase your volume as high as possible to drain out the noise.
",Reviewed in India on 19 November 2019,5,Good for listening to books,wanted value money headset use listen audiobook perfect cheap enough replace incase miss sound well enough able listen book even crowd noisy place can not expect noise cancellation price point increase volume high possible drain noise,positive
RUANSN0ZNQFON,"
  it was well packaged... in a plastic tray.. had the earphone well placed with extra ear pieces of 4, along with a warranty card and also a menu of their other product range.. apart from its appearance its very apt and serve the purpose well..the new ones in stock have a longer wire so its gonna be helpfulgood sound quality and noice cancellation... i have a huwaeii phone and got plugged in and was accepted readily...
",Reviewed in India on 12 June 2019,5,great quality of product in all aspects including amazon delivery..,well package plastic tray earphone well place extra ear piece 4 along warranty card also menu product range apart appearance apt serve purpose well new one stock long wire go to helpfulgood sound quality noice cancellation huwaeii phone get plug accept readily,positive
R3JAEFH2JGUO17,"
  I have been quite choosey while buying earphones when its sound matters. Undoubtedly Sennheiser is the brand I have preferred to as a bench mark. Bought Sennheiser 275s along with this and Ant Audios wireless TWS 750. To my surprise, this buds sound amazing surpassing the myth of Sennheiser 275s too. Amazing punchy sound. Yeah I do listen on Dolby Atmos and this are superb. Got them for just 399/-. You made me your fan boat.
",Reviewed in India on 1 February 2020,5,"Amazed with the Sound, Superb",quite choosey buying earphone sound matter undoubtedly sennheiser brand prefer bench mark buy sennheiser 275s along ant audio wireless tws 750 surprise bud sound amazing surpass myth sennheiser 275s amazing punchy sound yeah listen dolby atmos superb get 399 make fan boat,positive
R3I4V9IH02PFGL,"
  Before buying it, the brand boAt is hyped a lot. I thought it would be the best, since there are a lot positive reviews. But utterly disappointed because of these :-1) Noise Cancellation, Even if you are at a pleasant place, you can hear the minute noises even while listening songs from this. Worst!2) Bass Quality, This boAt is hyped for its bass, but through this earphone, bass quality is utterly low. I'm not a fan of bass, thought it would not disappoint in sound quality. But,3) Sound Quality, Very unclear distorted sound at high volumes.  Used Samsung EHS64, Mi Basic Wired with mic, Philips SHE1405BK/94 in the same price range. But this boAt Bassheads 100 is the worst one. Cannot even compare with other best earphones under this price.
",Reviewed in India on 3 October 2020,1,Worst under this price range,buy brand boat hype lot think would best since lot positive review utterly disappointed 1 noise cancellation even pleasant place hear minute noise even listen song worst 2 bass quality boat hype bass earphone bass quality utterly low fan bass thought would disappoint sound quality 3 sound quality unclear distort sound high volume use samsung ehs64 mi basic wired mic philip she1405bk 94 price range boat basshead 100 bad one can not even compare good earphone price,negative
R3IAYCU725BF1Y,"
  I've been looking for a piece like this from a long time. I've been using it since 2 months almost. This is what I found:-Quality awesome for me.-It's is tuff. I dropped it several times and plugged out rashly but still it's as good as new.-ear pods are small, light, so you don't feel like something hanging on your ear.- wire quality is good. Doesn't get entwined.
",Reviewed in India on 13 December 2019,5,Just go for it.,look piece like long time use since 2 month almost find quality awesome tuff drop several time plug rashly still good new ear pod small light feel like something hang ear wire quality good get entwine,positive
R3214CTJGRCVCN,"
  Writing the review after 5 months of use. Not much into technology so all I can say is  that its a good pair of earphones at the given price range. The sound quality is good. The only problem which I have noticed is that you need to hold the mic close when talking over a call.
",Reviewed in India on 26 January 2021,4,Overall a good one - go for it,write review 5 month use much technology say good pair earphone give price range sound quality good problem notice nee hold mic close talk call,positive
R287ZDJ03R5KPN,"
  I want to refund this item cause is not working properly in my phone the. Wire is making noise when it get touched by something i already replaced this item  but the another one  also has the same problem i want to refund it.  But the option is not coming please let me know what i can do to refund it asap
",Reviewed in India on 9 June 2019,1,Refund problem,want refund item cause work properly phone wire make noise get touch something already replace item another one also problem want refund option come please let know refund asap,negative
R2SQ7CITF29GOT,"
  The product was good, had bought some products too, while buying the products, the same, was available in prime only for a better price, free trial was offered for a month availed it. After a month Rs. 999 was automatically deducted from my account I was shocked. I called Amazon and checked, they said auto renewal for prime membership. I said I did not opt for it. I don't use Amazon prime other than explicitly buying products that too as featured by Amazon. I don't see movies, use any of the services of prime except buying products rarely when needed.My discussion with customer service team told me it is auto renewal of prime membership if you opt for free membership ( I did not notice or understand it ) while taking it ( may be my mistake I accept it). My Rs. 999 was reversed after painful interactions and escalations with AmazonI am annoied and really shocked that if Amazon studies my foot prints and understand my interfaces with them. I am not an Amazon Prime Customer, there is no necessity and need. They should not recommend or sell the service to me. Going by a Healthy CRM process, understanding the foot prints and buying behavior ( need of the customer) accordingly products and services is to be sold to the customer. In this case just because I went for the free trial and didn't notice the auto renewal terms mentioned therein, money without my consent from my credit card was taken later returned. ( But with an unpleasant experience)But during this pandemic time when Life is at odds. Strategies of Selling, Upselling, cross selling products and services when need is not there is not acceptable, without consent from us auto debiting money is not right. Just because our account detail is at your access, this gesture of yours is not appreciated and sadenning. ( You may say that auto renewal clause trails below, in our frantic attempt to buy products which says that 2 more only  left. All this is not quite Clear, legible, explicit and understanding to the customer )I had held Amazon in High Esteem and Gloried its services and offerings. But now the Trust and Reliability is buried in the deep shallows of the sea and would never horizon again in our minds
",Reviewed in India on 15 September 2020,3,Product was Good but Amazon Experience was really Shocking & Dissapointing,product good buy product buy product available prime well price free trial offer month availed month r 999 automatically deduct account shocked call amazon check say auto renewal prime membership say opt use amazon prime explicitly buy product feature amazon see movie use service prime except buy product rarely need discussion customer service team tell auto renewal prime membership opt free membership notice understand take may mistake accept rs 999 reverse painful interaction escalation amazoni annoie really shock amazon studies foot print understand interfaces amazon prime customer necessity need recommend sell service go healthy crm process understand foot print buy behavior need customer accordingly product service sell customer case go free trial notice auto renewal term mention therein money without consent credit card take later return unpleasant experience pandemic time life odd strategy sell upselle cross sell product service need acceptable without consent us auto debit money right account detail access gesture appreciate sadenning may say auto renewal clause trail frantic attempt buy product say 2 leave quite clear legible explicit understanding customer hold amazon high esteem glory service offering trust reliability bury deep shallow sea would never horizon mind,negative
RA6X9AL9J1XPA,"
  The ordering and delivery process was quite smooth. They arrived in a neat box with a pouch to store them securely and also a band to tie the cords together so you dont get it entangled. Coming to the sound quality, this is quite good. They fit very well and hence its easy to achieve a good degree of noise cancelation.
",Reviewed in India on 5 December 2020,5,Quality headphones at a reasonable price,order delivery process quite smooth arrive neat box pouch store securely also band tie cord together do not get entangle come sound quality quite good fit well hence easy achieve good degree noise cancelation,positive
R3LQL1EOB2DS9P,"
  The sound quality is average as there is too much of base and no treble but then you can’t expect much at a price which is literally a steal .The newer earphones from the same company have more bass and thump and the clarity of sound is well calibrated.The ergonomics is quite well distributed with its sleek design and style.Overall it’s an average buy and if are that person looking for sound and bass this particular model might not suit your needs but the alternative models could help the cause
",Reviewed in India on 1 July 2019,2,boAt BassHeads100 Review,sound quality average much base treble expect much price literally steal new earphone company bass thump clarity sound well calibrate ergonomic quite well distribute sleek design style overall average buy person look sound bass particular model may suit need alternative model could help cause,positive
RRPZTBQLNNMM2,"
  I am writing this review after almost 2 months of regular usage(everyday)Pros:1. The sound is crisp and good since the day I bought(no/negligible change).2. Great microphone quality and it’s input to the respective device(mobile, laptop and PC) is good.3. It’s strong and tensile after repeated usage.Cons:1. After repeated usage it’s mesh inside the bud started to budge a bit(it can be fixed by just pushing it inside with ur finger).Overall it’s an awesome product!!Recommended for online classes and listening to music.Have a good day...
",Reviewed in India on 21 February 2021,4,Awesome product for the price!!!,writing review almost 2 month regular usage everyday pro 1 sound crisp good since day buy negligible change 2 great microphone quality input respective device mobile laptop pc good 3 strong tensile repeat usage con 1 repeat usage mesh inside bud start budge bit fixed push inside ur finger overall awesome product recommend online class listen music good day,positive
RKN4F8WNOMH0V,"
  Build quality : 1/5. These are one of the worst earphones I have ever laid my hands on.Sound : 1/5. now, since this is bottom of the barrel price segment, I can let go of the build quality if it at least compensated with a good balanced sound and nope, it doesn't. It's loud enough but there is no bass. I can't put my finger on it but the sound from these earphones hurt my ears.Comfort : 4/5 well, at least they are comfortable to use.
",Reviewed in India on 29 August 2019,1,Buy one if you hate your ears.,build quality 1 5 one bad earphone ever lay hand sound 1 5 since bottom barrel price segment let go build quality least compensate good balanced sound nope loud enough bass put finger sound earphone hurt ear comfort 4 5 well least comfortable use,negative
R3ISNXK8ZAV7VW,"
  Read fully..Review when I just got them: Budget yet great pieces of earphones.. quality is uncompromised..To sum up . If you're low on budget and yet you need great earphones.. this should be your top choiceEdit: nope they lasted for 5 months and then boom they just stopped working.. if I was listening to a video only the bgm was audible and the voice layer was gone.. even in songs.. and same with calls.. I had to order a new set I hope they don't disappoint me . 🙄😑
",Reviewed in India on 3 October 2020,2,Looks budget friendly but actually isn't,read fully review get budget yet great piece earphone quality uncompromised sum low budget yet need great earphone top choiceedit nope last 5 month boom stop work listen video bgm audible voice layer go even song call order new set hope disappoint,negative
R1ZA348AUO3NRX,"
  First of all i am writing the review after a month of usage.The earphones are awesome , but at the other side of also have some cons , so let's talk about it.BOX CONTENTS -You get the earphones in the box , a carrying pouch, two extra pairs of earbuds , a warranty card and a boat pamplet .Quality -The wire quality is good , but near the drivers the wire is little thin . I think you should use it carefully not roughly .Features -You get nothing extra .It's a normal earphone it have a controller to reject,answer calls and to play pause music.Mic -It's pretty decent mic , if you think you can make YouTube videos from the mic you are wrong , it's only for calls. DRIVERS (the part which you insert in your ears) -The drivers fit in your ears so that you cannot hear the outer noise . Bass is very high, sound is crisp and clear.DESIGN - the product have a hawk design which appears big in the photos but it is not that much big.The body is made up of plastic which seems durable but they can make it metal design . It have a 3.5 mm jack which is not gold plated.PROS & CONSPros -Stylish designHigh bassExcellent sound qualityCons -Wire is too thinPlastic body not metalResult -You should buy it with your eyes closed.The boat branding gives you a trust.Definitely go for it...😁😁😁
",Reviewed in India on 30 October 2020,4,Awesome product! Definitely buy it!,first writing review month usage earphone awesome side also con let talk box content get earphones box carry pouch two extra pair earbud warranty card boat pamplet quality wire quality good near driver wire little thin think use carefully roughly feature get nothing extra normal earphone controller reject answer call play pause music mic pretty decent mic think make youtube video mic wrong call driver part insert ear driver fit ear can not hear outer noise bass high sound crisp clear design product hawk design appear big photo much big body make plastic seem durable make metal design 3 5 mm jack gold plate pro conspro stylish designhigh bassexcellent sound qualitycon wire thinplastic body metalresult buy eye close boat branding give trust definitely go,positive
R3M22PNK4ZETS2,"
  Liked the material and packaging, very premium and sturdy, came with extra earbuds.However I wasn’t so impressed by the sound quality. If you’re someone like me, then this sharp treble and pitched quality may not be for you. I prefer more smooth and toned down sounds.
",Reviewed in India on 25 January 2019,3,"Bad sound, great build and design",like material packaging premium sturdy come extra earbud however impress sound quality someone like sharp treble pitch quality may prefer smooth tone sound,positive
R2MMKW31U6FDCZ,"
  The sound quality is super awful. Bass is nonexistent. Treble is extremely metallic. Voice sounds the same as treble, like a robotic voice and not human voice. Asked for a return. I don't know if my copy is defective but I won't even pay Rs. 50/- for this quality(!) of sound.Edit: Returned it, got the money back in my pay wallet. Amazon has done great. Will look for something else.
",Reviewed in India on 18 October 2019,1,Absolutely awful.,sound quality super awful bass nonexistent treble extremely metallic voice sound treble like robotic voice human voice ask return know copy defective even pay r 50 quality sound edit return get money back pay wallet amazon do great look something else,negative
R2EPYT8VLE4GIF,"
   Dislike:1) Makes a woosh woosh noise due to the dangling cable.2) Poch is useless because it doesn't protect the device from dust and water. Or damage from keeping it in pocket when not in use.3) Velcro strap or cable organizer is another irritating because it sticks to cloth. It sticks to the pouch while putting the headphone in or taking out from the pouch.4) Having the pouch or not are same.
",Reviewed in India on 24 January 2021,4,Woosh woosh noise and organizer,dislike 1 make woosh woosh noise due dangle cable 2 poch useless protect device dust water damage keep pocket use 3 velcro strap cable organizer another irritate stick cloth stick pouch put headphone take pouch 4 pouch,negative
R3V4NVKE8H8559,"
  The sound quality depends on the phone that you are using it for. In general its a good earphone. But the bass and the sterio (sarrounding) vibe depends on the phone for which you are using .. It works well with MI , whereas for VIVO (U10), it didn't suit well (bass & sarrounding was not good)!!
",Reviewed in India on 5 November 2020,3,Good one!!,sound quality depend phone use general good earphone bas sterio sarrounde vibe depend phone use work well mi whereas vivo u10 suit well bass sarrounde good,positive
R329R03DMKZL44,"
  Do not buy this headphone its worst ..boat quality is not upto mark.I had boat rocker bluetooth too but its worst quality after 3 month its one ear phone sound damaged.Bad quality boat ki i willl never buy their product 1 plus or boult head phone is much better quality much better comapre too boat
",Reviewed in India on 26 January 2021,1,Do not buy boat products,buy headphone bad boat quality upto mark boat rocker bluetooth bad quality 3 month one ear phone sound damage bad quality boat ki willl never buy product 1 plus boult head phone much well quality much well comapre boat,negative
R18VDPHX5VT67N,"
  Over the years I have used Philips, Sony, JBL & Sennheiser headphones. I like to have good bass in the headphones I use and I was a little skeptical to go for Boat since its new and hasn't yet reached the levels the aforementioned brands are in.But to my surprise, this pair of headphones have surpassed my expectations. It does deliver good audio output for its price and does better than the entrees from other brands. If money is a constraint and need a good pair of headphones, this is a good choice. But be wary of it showing the downsides over prolonged sessions. Afterall it is a entrant and it is nicely crafted to perform as one.
",Reviewed in India on 28 June 2020,5,A Honest review,year use philips sony jbl sennheiser headphone like good bass headphone use little skeptical go boat since new yet reach level aforementione brand surprise pair headphone surpass expectation deliver good audio output price well entree brand money constraint need good pair headphone good choice wary showing downside prolong session afterall entrant nicely craft perform one,positive
R11CFR5GUTS7P3,"
  Although the product is good, after sales service is very pathetic. The headphones don't last a year. I purchased 3 pairs out of which only one is working. After 3 months one pair was not working so I sent it to boat service center for repair through their authorised courier but never got it back. I tried calling them but no one answered my calls.Amazon is very diplomatic and indifferent in their response about third party product warranty. I don't understand when you are selling a product then at least you should help your customers in pursuing these so called ""  third parties "" to get thier warranty fulfilled.
",Reviewed in India on 13 May 2021,1,Pathetic after sales service.,although product good sale service pathetic headphone last year purchase 3 pair one work 3 month one pair working send boat service center repair authorise courier never get back try call one answer call amazon diplomatic indifferent response third party product warranty understand sell product least help customer pursue call third party get thi warranty fulfil,negative
R1AQTL37W3XLH7,"
  Nothing especial in this earphone other than a third class design and somewhere in minus class of quality. The quality of the cable is in line with ₹15.00 chinese lights we use in Diwali. Noise cancellation is such that dont u dare to listen something private in front of others, the same time there is a positive point that u may also use earphone in speaker modes as you will very well listen what is playing inside of them...Regarding Bass.,,,.why the hell does they and others calling it a basshead without knowing its meaning, no bass as i have used it in both android and my apple...Final verdict is that at price point of view this can be considered a better option if you cannot go to the nearby railway station to buy something better in ₹100 only..And i bought the red colour as no other colour option was available and now scared of taking and showing it to others bcoz of its quality and look...Thanks
",Reviewed in India on 10 June 2020,2,Non Biased detailed review,nothing especial earphone third class design somewhere minus class quality quality cable line 15 00 chinese light use diwali noise cancellation do not u dare listen something private front other time positive point u may also use earphone speaker mode well listen play inside regard bass hell other call basshead without know mean bass use android apple final verdict price point view consider well option can not go nearby railway station buy something well 100 buy red colour colour option available scare take show other bcoz quality look thank,negative
R3IN0DLT8C23CV,"
  Loved this earphone from Boat, everything is good in this earphone in this price range, and the goood thing is that it's so comfy and fits well in ears, and it also comes with different different sizes of earbuds, so you can replace the earbuds with perfect sized earbuds according to ear size.The bass and sound quality is so good you won't be disappointed, I would recommend anyone to buy this piece it comes with one year warranty if face any difficulty in given warranty period you can always raise a concern with boat the will definitely give you best service even I replaced my earphones after 6 months and got a new one, as one side of earphone was not working properly. Considering all the things I can it's best product
",Reviewed in India on 5 January 2021,5,Best Product in this prize range with good sound and build quality,love earphone boat everything good earphone price range goood thing comfy fit well ear also come different different size earbud replace earbud perfect sized earbud accord ear size bass sound quality good disappoint would recommend anyone buy piece come one year warranty face difficulty give warranty period always raise concern boat definitely give good service even replace earphone 6 month get new one one side earphone work properly consider thing good product,positive
R3CETB1C6PQCEJ,"
  It's really good for the price I bought it ₹300.. It's been an year since I'm using these, works great,no issues as of now, great design 👍 looks good, works well but bass is not so good.Basically,  these earphones are good for normal use, phone calls, listening music, works well & if you're looking for bass, will not recommend!
",Reviewed in India on 29 July 2020,5,nice 👌,really good price buy 300 year since use work great issue great design look good work well bass good basically earphone good normal use phone call listen music work well look bass recommend,positive
RBFTIZ7I0QEM4,"
  The 3.5 MM jack is not working. However, i dont use the earphones regularly but after using very lesser, it is not working.One more thing to add- The product was delivered defective as the outer skin of the wire near its JACK was broken/torn but I accepted the delivery thinking that it will not make much difference with the overall quality of the product and I am a regular customer of Amazon who believes in the quality of Amazon, more than other online company platforms like flipcart etc. But this time I am disappointed with  the product quality sold on Amazon.
",Reviewed in India on 10 March 2021,1,Not a good product to be sold on Amazon,3 5 mm jack work however do not use earphone regularly use less work one thing add product deliver defective outer skin wire near jack broken tear accept delivery thinking make much difference overall quality product regular customer amazon believe quality amazon online company platform like flipcart etc time disappoint product quality sell amazon,negative
R2I5QV60MDSOP2,"
  Product quality is pathetic as am  facing lot of issues now .  call is getting disconnected frequently once u start using the headphone as well as sound quality is pathetic . Don't know what to comment on noise cancellations as only noise is heard once you start using the headphone . I bought headphone , car charger and Bluetooth together but I am facing issue only with headphone . Big fan of BOAT and Amazon , but this experience has surely disappointed me . Trying to contact the seller but no response  . No one has responded  from the Amazon customer service team as well ! If Amazon or BOAT  claims to be customer centric pls intervene and resolve my issue
",Reviewed in India on 22 April 2019,1,Headphone quality is awful !! Need immediate intervention,product quality pathetic face lot issue call get disconnect frequently u start use headphone well sound quality pathetic know comment noise cancellation noise hear start use headphone buy headphone car charger bluetooth together face issue headphone big fan boat amazon experience surely disappoint try contact seller response one respond amazon customer service team well amazon boat claim customer centric pls intervene resolve issue,negative
ROUM51PT0FV1Z,"
  The first impression of the product was tooo OP 🔥 and box was epicly designedAnd plus point at a price of 380 you get a carry pouch that you won't get in a 2k-3k earphonePros.I liked tge clarity the vocals were clear but not that crisp as I've expectedIt has a tangle free wireThe microphone quality was ok ok not good not badThe build quality of earphone is Good ... Very much satisfied with thatCons.boAt tells that it has a 10MM driver that delivers crisp and punchy sound but you are clickbated here i have realme buds q (TWS earphone) that has same 10MM driver but has a crisp and punchy sound than this one
",Reviewed in India on 27 March 2021,4,Pros and cons,first impression product tooo op box epicly designedand plus point price 380 get carry pouch get 2k 3k earphonepro like tge clarity vocal clear crisp expectedit tangle free wirethe microphone quality ok ok good badthe build quality earphone good much satisfied thatcon boat tell 10 mm driver deliver crisp punchy sound clickbate realme bud q tws earphone 10 mm driver crisp punchy sound one,positive
RSQGBMS4OIU59,"
  No doubt of the product as it is from a very good brand Boat. The best part is that, this product comes with a warranty of 1 year. This is my 2nd piece I have bought. The earlier one I had bought the same product which worn-out  by 11 months of use. So I reached out to the authorized service center and got it replaced without any hassle in 2 minutes. The authorized service center of this brand is also easily accessible. The price tag is affordable for a such too good quality. I strongly recommend this product to others.
",Reviewed in India on 11 October 2020,5,No doubt of the product,doubt product good brand boat good part product come warranty 1 year 2nd piece buy earlier one buy product wear 11 month use reach authorized service center get replace without hassle 2 minute authorize service center brand also easily accessible price tag affordable good quality strongly recommend product other,positive
